HCPCS Code,Short Descriptor,SI,APC ,Relative Weight,Payment Rate ,National Unadjusted Copayment ,Minimum Unadjusted Copayment ,Column1,Column2,Column3
G9573,Adl pt md or dys rem 6 mon,M,,,,,,,,
G9574,Adl pt md dys no rem 6 mon,M,,,,,,,,
G9577,Presc opiates >6 wks,M,,,,,,,,
G9578,Doc opioid tx 1x during ther,M,,,,,,,,
G9579,No doc opioid tx 1x at ther,M,,,,,,,,
G9580,Door to punc time <2hrs,M,,,,,,,,
G9582,"Door to punc time >2hr, nrg",M,,,,,,,,
G9583,Presc opiates >6 wks,M,,,,,,,,
G9584,Eval opioid use instr/pt int,M,,,,,,,,
G9585,No eval opi use instr/intv,M,,,,,,,,
G9593,Low pecarn ped head trauma,M,,,,,,,,
G9594,Pt mbht hd ct ord ec prov,M,,,,,,,,
G9595,Doc shnt/tum/coag,M,,,,,,,,
G9596,Ped pt hd ct ord ,M,,,,,,,,
G9597,No low pecarn ped head traum,M,,,,,,,,
G9598,Aor ane 5.5-5.9 cm max diam,M,,,,,,,,
G9599,Aor ane >=6.0 cm max diam,M,,,,,,,,
G9600,Symp aaa urgent repair,M,,,,,,,,
G9601,Pt dchg home post op day 7,M,,,,,,,,
G9602,Pt no dchg home postop day 7,M,,,,,,,,
G9603,Pt surv improv bsline tx,M,,,,,,,,
G9604,Pt surv results not avail,M,,,,,,,,
G9605,Surv score no improv w/tx,M,,,,,,,,
G9606,Intraop cyst eval trac inj,M,,,,,,,,
G9607,Doc med rsn not perf cystosc,M,,,,,,,,
G9608,Intraop cyst eval not done,M,,,,,,,,
G9609,Doc order anti-plat ,M,,,,,,,,
G9610,Doc md rsn no antipla,M,,,,,,,,
G9611,No doc order anti-plat rng,M,,,,,,,,
G9612,Phodoc 2 mr cec lndmk,M,,,,,,,,
G9613,Doc post surg anatomy,M,,,,,,,,
G9614,Photodoc < 2 cec lndmk,M,,,,,,,,
G9615,Pre-op asst doc,M,,,,,,,,
G9616,Doc rsn no preop assmt,M,,,,,,,,
G9617,"Pre-op asst not doc, rng",M,,,,,,,,
G9618,Doc scr uter mal or us/samp,M,,,,,,,,
G9620,No scr utr malig/us/samp rng,M,,,,,,,,
G9621,Scr unheal etoh w/counsel,M,,,,,,,,
G9622,No unheal etoh user,M,,,,,,,,
G9623,Doc med rsn no scr etoh use,M,,,,,,,,
G9624,Pt not scrn or no counseling,M,,,,,,,,
G9625,Pt bl srg 30 day pst srg,M,,,,,,,,
G9626,Med rsn no rpt baldder inj,M,,,,,,,,
G9627,Pt no bl srg 30 day pst srg,M,,,,,,,,
G9628,Pt bwli srg 30 day pst srg,M,,,,,,,,
G9629,Med rsn no rpt bowel inj,M,,,,,,,,
G9630,Pt no bwli srg 30 day srg,M,,,,,,,,
G9631,Pt ui srg 30 day pst srg,M,,,,,,,,
G9632,Med rsn for no rpt uret inj,M,,,,,,,,
G9633,Pt no ui srg 30 day pst srg,M,,,,,,,,
G9634,Qual life tool 2x same/impr,M,,,,,,,,
G9635,No doc rsn do qual life assm,M,,,,,,,,
G9636,No life asst 2x same/decr,M,,,,,,,,
G9637,Doc >1 dose reduc tech,M,,,,,,,,
G9638,No doc >1 dose reduc tech,M,,,,,,,,
G9639,Amp no reqd in48h ieler proc,M,,,,,,,,
G9640,Doc plan hybrid/stage proc,M,,,,,,,,
G9641,Amp reqd w/in 48h ieler proc,M,,,,,,,,
G9642,Current smoker,M,,,,,,,,
G9643,Elective surgery,M,,,,,,,,
G9644,No smok b/4 anes day of surg,M,,,,,,,,
G9645,Had smoke b/4 anes day surg,M,,,,,,,,
G9646,Pt w/90d mrs 0-2,M,,,,,,,,
G9647,No mrs score in 90d followup,M,,,,,,,,
G9648,Pt w/90d mrs >2,M,,,,,,,,
G9649,Psor as doc spc bm,M,,,,,,,,
G9651,Psor as doc no spc bm,M,,,,,,,,
G9654,Mon anesth care,M,,,,,,,,
G9655,Toc tool incl key elem,M,,,,,,,,
G9656,Pt trans from anest to pacu,M,,,,,,,,
G9658,Toc tool incl elem not used,M,,,,,,,,
G9659,>85y no hx colo ca/rsn scope,M,,,,,,,,
G9660,Doc med rsn scope pt >85y,M,,,,,,,,
G9661,>85y scope othr rsn,M,,,,,,,,
G9662,Prior dx/active clin ascvd,M,,,,,,,,
G9663,Fast/dir LDL <= 190 mg/dL,M,,,,,,,,
G9664,Taking statin or rec'd order,M,,,,,,,,
G9665,No statin/no order statin,M,,,,,,,,
G9666,Fas/dir ldl 70-189mg/dl mst,M,,,,,,,,
G9674,Pt w/clin ascvd dx,M,,,,,,,,
G9675,Pt w/fast/dir lab ldl-c >190,M,,,,,,,,
G9676,40-75y w/type 1/2 w/ldl-c rs,M,,,,,,,,
G9678,Oncology care model service,B,,,,,,,,
G9679,Acute care pneumonia,B,,,,,,,,
G9680,Acute care congestive heart ,B,,,,,,,,
G9681,Acute care chronic obstruct ,B,,,,,,,,
G9682,Acute care skin infection ,B,,,,,,,,
G9683,Acute fluid/electro disorder,B,,,,,,,,
G9684,Acute care urinary tract inf ,B,,,,,,,,
G9685,Acute nursing facility care,M,,,,,,,,
G9687,Hospice anytime msmt per,M,,,,,,,,
G9688,Pt w/hosp anytime msmt per,M,,,,,,,,
G9689,Inpt elect carotid intervent,M,,,,,,,,
G9690,Pt in hos,M,,,,,,,,
G9691,Pt hosp dur msmt period,M,,,,,,,,
G9692,Hosp recd by pt dur msmt per,M,,,,,,,,
G9693,Pt use hosp during msmt per,M,,,,,,,,
G9694,Hosp srv used pt in msmt per,M,,,,,,,,
G9695,Long act inhal bronchdil pres,M,,,,,,,,
G9696,Med rsn no presc bronchdil,M,,,,,,,,
G9697,Pt rsn no presc bronchdil,M,,,,,,,,
G9698,Sys rsn no presc bronchdil,M,,,,,,,,
G9699,Long inhal bronchdil no presc,M,,,,,,,,
G9700,Pt is w/hosp during msmt per,M,,,,,,,,
G9701,Child anbx 30 prior dx estab,M,,,,,,,,
G9702,Pt use hosp during msmt per,M,,,,,,,,
G9703,Child anbx 30 prior dx phary,M,,,,,,,,
G9704,Ajcc br ca stg i: t1 mic/t1a,M,,,,,,,,
G9705,Ajcc br ca stg ib,M,,,,,,,,
G9706,Low recur prost ca,M,,,,,,,,
G9707,Pt had hosp dur msmt per,M,,,,,,,,
G9708,Bilat mast/hx bi /unilat mas,M,,,,,,,,
G9709,Hosp srv used pt in msmt per,M,,,,,,,,
G9710,Pt prov hosp srv msmt per,M,,,,,,,,
G9711,Pt hx tot col or colon ca,M,,,,,,,,
G9712,Doc med rsn presc anbx,M,,,,,,,,
G9713,Pt use hosp during msmt per,M,,,,,,,,
G9714,Pt is w/hosp during msmt per,M,,,,,,,,
G9715,Pt w/hosp anytime msmt per,M,,,,,,,,
G9716,Bmi doc onl fup not cmpltd,M,,,,,,,,
G9717,Doc pt dx dep/bp f/u nt req,M,,,,,,,,
G9718,Hospice anytime msmt per,M,,,,,,,,
G9719,Pt not ambul/immob/wc,M,,,,,,,,
G9720,Hospice anytime msmt per,M,,,,,,,,
G9721,Pt not ambul/immob/wc,M,,,,,,,,
G9722,Doc hx renal fail or cr+ >4,M,,,,,,,,
G9723,Hosp recd by pt dur msmt per,M,,,,,,,,
G9724,Pt w/doc use anticoag mst yr,M,,,,,,,,
G9725,Pt w/hosp anytime msmt per,M,,,,,,,,
G9726,Refused to participate,M,,,,,,,,
G9727,Pt unable cmplt knee FS PROM,M,,,,,,,,
G9728,Refused to participate,M,,,,,,,,
G9729,Pt unbl cmplt hip FS PROM,M,,,,,,,,
G9730,Refused to participate,M,,,,,,,,
G9731,Pt unbl cmplt ft/ank FS PROM,M,,,,,,,,
G9732,Refused to participate,M,,,,,,,,
G9733,Pt unbl cmplt lb FS PROM,M,,,,,,,,
G9734,Refused to participate,M,,,,,,,,
G9735,Pt unbl cmplt shld FS PROM,M,,,,,,,,
G9736,Refused to participate,M,,,,,,,,
G9737,Pt unbl cmplt EWH FS PROM,M,,,,,,,,
G9738,Refused to participate,M,,,,,,,,
G9739,Pt unbl cmplt GO FS PROM,M,,,,,,,,
G9740,Hosp srv to pt dur msmt per,M,,,,,,,,
G9741,Pt w/hosp anytime msmt per,M,,,,,,,,
G9744,Pt not eli d/t act dig htn,M,,,,,,,,
G9745,Doc rsn no hbp scrn or f/u,M,,,,,,,,
G9746,"Mit sten, valve or trans af",M,,,,,,,,
G9747,Pall dialysis with catheter,M,,,,,,,,
G9748,App transpl lvg kidney donor,M,,,,,,,,
G9749,Pall dialysis with catheter,M,,,,,,,,
G9750,App transpl lvg kidney donor,M,,,,,,,,
G9751,Pt died w/in 24 mos rpt time,M,,,,,,,,
G9752,Urgent surgery,M,,,,,,,,
G9753,"Doc no dicom, ct other fac",M,,,,,,,,
G9754,Incid pulm nodule,M,,,,,,,,
G9755,Doc med rsn no fllw up,M,,,,,,,,
G9756,Surg proc w/silicone oil,M,,,,,,,,
G9757,Surg proc w/silicone oil,M,,,,,,,,
G9758,Pt in hos,M,,,,,,,,
G9759,Hx preop post cap rup,M,,,,,,,,
G9760,Pt w/hosp anytime msmt per,M,,,,,,,,
G9761,Pt w/hosp anytime msmt per,M,,,,,,,,
G9762,Pt had >= 2-3 hpv vaccines,M,,,,,,,,
G9763,Pt not have 2-3 hpv vaccines,M,,,,,,,,
G9764,Pt treatd w/oral syst or bio,M,,,,,,,,
G9765,Doc pat declined therapy,M,,,,,,,,
G9766,Cva stroke dx tx transf fac,M,,,,,,,,
G9767,Hosp new dx cva consid evst,M,,,,,,,,
G9768,Pt w/hosp anytime msmt per,M,,,,,,,,
G9769,Bn den 2yr/got ost med/ther,M,,,,,,,,
G9770,Perip nerve block,M,,,,,,,,
G9771,"Anes end, 1 temp >35.5(95.9)",M,,,,,,,,
G9772,Doc med rsn no temp >= 35.5,M,,,,,,,,
G9773,1 bod temp >=35.5,M,,,,,,,,
G9774,Pt had hyst,M,,,,,,,,
G9775,Recd 2 anti-emet pre/intraop,M,,,,,,,,
G9776,Doc med rsn no proph antiem,M,,,,,,,,
G9777,Pt no antiemet pre/intraop,M,,,,,,,,
G9778,Pts dx w/pregn,M,,,,,,,,
G9779,Pts breastfeeding,M,,,,,,,,
G9780,Pts dx w/rhabdomyolysis,M,,,,,,,,
G9781,Doc rsn no statin,M,,,,,,,,
G9782,Hx dx fam/pure hypercholes,M,,,,,,,,
G9783,"Doc dx dm, fast <70, no stat",M,,,,,,,,
G9784,Path/derm prov 2nd biop opin,M,,,,,,,,
G9785,Path report sent,M,,,,,,,,
G9786,Path report not sent,M,,,,,,,,
G9787,Pt alive ,M,,,,,,,,
G9788,Most rct bp </= 140/90,M,,,,,,,,
G9789,"Record bp ip, er, urg/self",M,,,,,,,,
G9790,Most rct bp >/= 140/90,M,,,,,,,,
G9791,Most rct tob stat free,M,,,,,,,,
G9792,Most rct tob stat not free,M,,,,,,,,
G9793,Pt on daily asa/antiplat,M,,,,,,,,
G9794,Doc med rsn no daily aspirin,M,,,,,,,,
G9795,Pt no daily asa/antiplat,M,,,,,,,,
G9796,Pt not currently on statin,M,,,,,,,,
G9797,Pt currently on statin,M,,,,,,,,
G9798,D/c AMI btw 7/1-6/30 meas pd,M,,,,,,,,
G9799,Med disp evt indic hx asth,M,,,,,,,,
G9800,Pt id intol/alleg beta-block,M,,,,,,,,
G9801,Nonacut transf from inpt,M,,,,,,,,
G9802,Pt w/hosp anytime msmt per,M,,,,,,,,
G9803,Pt presc 135 day trmt ,M,,,,,,,,
G9804,Pt not presc 135 day trmt,M,,,,,,,,
G9805,Pt w/hosp anytime msmt per,M,,,,,,,,
G9806,Pt recd cerv cyto/hpv,M,,,,,,,,
G9807,Pt no recd cerv cyto/hpv,M,,,,,,,,
G9808,Pt no asthm cont med mst per,M,,,,,,,,
G9809,Pt w/hosp anytime msmt per,M,,,,,,,,
G9810,Pdc 75% w/asth cont med,M,,,,,,,,
G9811,No pdc 75% w/asth cont med,M,,,,,,,,
G9812,Pt died during inpt/30d aft,M,,,,,,,,
G9813,Pt not died w/in 30d of proc,M,,,,,,,,
G9814,Death during index hosp,M,,,,,,,,
G9815,Death not during index hosp,M,,,,,,,,
G9816,Death <30 day post discharge,M,,,,,,,,
G9817,No death 30-days post-disch,M,,,,,,,,
G9818,Doc sex activity,M,,,,,,,,
G9819,Pt w/hosp anytime msmt per,M,,,,,,,,
G9820,Doc chlam scr test w/follow,M,,,,,,,,
G9821,No doc chlam scr ts w/follow,M,,,,,,,,
G9822,Endo abl proc yr prev ind dt,M,,,,,,,,
G9823,Endo smpl/hyst bx res doc,M,,,,,,,,
G9824,Endo smpl/hyst bx res no doc,M,,,,,,,,
G9825,"Her-2 neg,undoc/unkn",M,,,,,,,,
G9826,Transf pract aft init chemo,M,,,,,,,,
G9827,Her-2 targ ther no init tx,M,,,,,,,,
G9828,Her-2 targ ther dur init tx,M,,,,,,,,
G9829,Breast adj chemo admin,M,,,,,,,,
G9830,Her-2 pos,M,,,,,,,,
G9831,Ajcc stg brt ca dx ii or iii,M,,,,,,,,
G9832,"Brt ca dx i, no t1/t1a/t1b",M,,,,,,,,
G9833,Transf pract aft init chemo,M,,,,,,,,
G9834,Pt met dis at dx,M,,,,,,,,
G9835,Trastuz given w/in 12 mos dx,M,,,,,,,,
G9836,Rsn no trast given doc,M,,,,,,,,
G9837,Trastuz not in 12 mos dx,M,,,,,,,,
G9838,Pt met dis at dx,M,,,,,,,,
G9839,Anti-egfr mon anti ther,M,,,,,,,,
G9840,Gene testing performed,M,,,,,,,,
G9841,Gene testing not performed,M,,,,,,,,
G9842,Pt met dis at dx,M,,,,,,,,
G9843,Kras or nras gene mutation,M,,,,,,,,
G9844,Pt no recd anti-egfr ther,M,,,,,,,,
G9845,Pt recd anti-egfr ther,M,,,,,,,,
G9846,Pt died from cancer,M,,,,,,,,
G9847,Pt recd chemo last 14d life,M,,,,,,,,
G9848,Pt no chemo last 14d life,M,,,,,,,,
G9849,Pt died from cancer,M,,,,,,,,
G9850,1/more ed last 30d life,M,,,,,,,,
G9851,1/no ed visit last 30d life,M,,,,,,,,
G9852,Pt died from cancer,M,,,,,,,,
G9853,Icu stay last 30d life,M,,,,,,,,
G9854,No icu stay last 30d life,M,,,,,,,,
G9855,Pt died from cancer,M,,,,,,,,
G9856,Pt no hospice,M,,,,,,,,
G9857,Pt admit hospice,M,,,,,,,,
G9858,Pt enroll hospice,M,,,,,,,,
G9859,Pt died from cancer,M,,,,,,,,
G9860,Pt less 3d hospice,M,,,,,,,,
G9861,Pt more than 3d hospice,M,,,,,,,,
G9862,Doc rsn no 10 yr follow,M,,,,,,,,
G9868,Next gen aco model <10min,B,,,,,,,,
G9869,Next gen aco model 10-20min,B,,,,,,,,
G9870,Next gen aco model >20min,B,,,,,,,,
G9873,1 em core session,M,,,,,,,,
G9874,4 em core sessions,M,,,,,,,,
G9875,9 em core sessions,M,,,,,,,,
G9876,2 em core ms mo 7-9 no wl,M,,,,,,,,
G9877,2 em core ms mo 10-12 no wl,M,,,,,,,,
G9878,2 em core ms mo 7-9 wl,M,,,,,,,,
G9879,2 em core ms mo 10-12 wl,M,,,,,,,,
G9880,Em 5 percent wl,M,,,,,,,,
G9881,Em 9 percent wl,M,,,,,,,,
G9882,2 em ongoing ms mo 13-15 wl,M,,,,,,,,
G9883,2 em ongoing ms mo 16-18 wl,M,,,,,,,,
G9884,2 em ongoing ms mo 19-21 wl,M,,,,,,,,
G9885,2 em ongoing ms mo 22-24 wl,M,,,,,,,,
G9890,Em bridge payment,M,,,,,,,,
G9891,Em session reporting,M,,,,,,,,
G9892,Doc pt rsn no dil mac exam,M,,,,,,,,
G9893,No mac exam,M,,,,,,,,
G9894,Adr dep thrpy prescribed,M,,,,,,,,
G9895,Doc med rsn no adr dep thrpy,M,,,,,,,,
G9896,Doc pt rsn no adr dep thrpy,M,,,,,,,,
G9897,Pt nt prsc adr dep thrpy rng,M,,,,,,,,
G9898,Pt 66+ SNP or LTC POS,M,,,,,,,,
G9899,Scrn mam perf rslts doc,M,,,,,,,,
G9900,Scrn mam perf rslts not doc,M,,,,,,,,
G9901,Pt 66+ SNP or LTC POS,M,,,,,,,,
G9902,Pt scrn tbco and id as user,M,,,,,,,,
G9903,Pt scrn tbco id as non user,M,,,,,,,,
G9904,Doc med rsn no tbco scrn,M,,,,,,,,
G9905,No pt tbco scrn rng,M,,,,,,,,
G9906,Pt recv tbco cess interv,M,,,,,,,,
G9907,Doc med rsn no tbco interv,M,,,,,,,,
G9908,No pt tbco cess interv rng,M,,,,,,,,
G9909,Doc med rsn no tbco interv,M,,,,,,,,
G9910,Pt 66+ SNP or LTC POS,M,,,,,,,,
G9911,Node neg pre/post syst ther,M,,,,,,,,
G9912,Hbv status assesed and int,M,,,,,,,,
G9913,No hbv status assesd and int,M,,,,,,,,
G9914,Pt receiving anti-tnf agent,M,,,,,,,,
G9915,No documntd hbv results rcd,M,,,,,,,,
G9916,Funct status past 12 months,M,,,,,,,,
G9917,Adv Dem Crgvr Limited,M,,,,,,,,
G9918,"No funct stat perf, rsn nos",M,,,,,,,,
G9919,Scrn nd pos nd prov of rec,M,,,,,,,,
G9920,Scrning perf and negative,M,,,,,,,,
G9921,No or part scrn nd rng or os,M,,,,,,,,
G9922,Sfty cncrns scrn nd mit recs,M,,,,,,,,
G9923,Safty cncrns scrn and neg,M,,,,,,,,
G9924,Doc med rsn no scrn or recs,M,,,,,,,,
G9925,No scrn prov rsn nos,M,,,,,,,,
G9926,Sfty cncrns scrn but no recs,M,,,,,,,,
G9927,Doc no warf /fda  pt trial,M,,,,,,,,
G9928,No warf or fda drug presc,M,,,,,,,,
G9929,Trs/rev af,M,,,,,,,,
G9930,Com care,M,,,,,,,,
G9931,No chad or chad scr 0 or 1,M,,,,,,,,
G9932,Doc pt rsn no tb scrn recrds,M,,,,,,,,
G9933,Canc detectd during col scrn,M,,,,,,,,
G9934,Doc rsn not detecting cancer,M,,,,,,,,
G9935,Canc not detectd during srcn,M,,,,,,,,
G9936,Pmh plyp/neo co/rect/jun/ans,M,,,,,,,,
G9937,Dig or surv colsco,M,,,,,,,,
G9938,Pt 66+ SNP or LTC POS,M,,,,,,,,
G9939,Same path/derm perf biopsy,M,,,,,,,,
G9940,Doc reas no statin therapy,M,,,,,,,,
G9942,Adtl spine proc on same date,M,,,,,,,,
G9943,Bk pn nt msr vas scl pre/pst,M,,,,,,,,
G9945,Pt w/cancer  scoliosis,M,,,,,,,,
G9946,Bk pain no VAS,M,,,,,,,,
G9948,Adtl spine proc on same date,M,,,,,,,,
G9949,Leg pain no VAS,M,,,,,,,,
G9954,Pt >2 rsk fac post-op vomit,M,,,,,,,,
G9955,Inhlnt anesth only for induc,M,,,,,,,,
G9956,Combo thrpy of >= 2 prophly ,M,,,,,,,,
G9957,Doc med rsn no combo thrpy,M,,,,,,,,
G9958,No combo prohpyl thrp for pt,M,,,,,,,,
G9959,Systemic antimicro not presc,M,,,,,,,,
G9960,Med rsn sys antimi nt rx,M,,,,,,,,
G9961,Systemic antimicro presc,M,,,,,,,,
G9962,Embolization doc separatly,M,,,,,,,,
G9963,Embolization not doc separat,M,,,,,,,,
G9964,Pt recv >=1 well-chld visit,M,,,,,,,,
G9965,No well-chld vist recv by pt,M,,,,,,,,
G9966,"Scrn, inter, report child ",M,,,,,,,,
G9967,"No scrn, inter, reprt child ",M,,,,,,,,
G9968,Pt refrd 2 pvdr/spclst in pp,M,,,,,,,,
G9969,Pvdr rfrd pt rprt rcvd,M,,,,,,,,
G9970,Pvdr rfrd pt no rprt rcvd,M,,,,,,,,
G9974,Mac exam perf,M,,,,,,,,
G9975,Doc med rsn no dil mac exam,M,,,,,,,,
G9978,Remote e/m new pt 10mins,B,,,,,,,,
G9979,Remote e/m new pt 20mins,B,,,,,,,,
G9980,Remote e/m new pt 30 mins,B,,,,,,,,
G9981,Remote e/m new pt 45mins,B,,,,,,,,
G9982,Remote e/m new pt 60mins,B,,,,,,,,
G9983,Remote e/m est. pt 10mins,B,,,,,,,,
G9984,Remote e/m est. pt  15mins,B,,,,,,,,
G9985,Remote e/m est. pt 25mins,B,,,,,,,,
G9986,Remote e/m est. pt 40mins,B,,,,,,,,
G9987,Bpci advanced in home visit,B,,,,,,,,
J0120,Tetracyclin injection,N,,,,,,,,
J0121,"Inj., omadacycline, 1 mg",G,9311,,$3.443,.,$0.69,,*,
J0122,"Inj., eravacycline, 1 mg",K,9325,,$1.018,.,$0.20,,*,
J0129,Abatacept injection,K,9230,,$54.849,.,$10.97,,*,
J0130,Abciximab injection,N,,,,,,,,
J0131,Acetaminophen injection,N,,,,,,,,
J0132,Acetylcysteine injection,N,,,,,,,,
J0133,Acyclovir injection,N,,,,,,,,
J0135,Adalimumab injection,K,1083,,"$1,371.134",.,$274.23,,*,
J0153,Adenosine inj 1mg,N,,,,,,,,
J0171,Adrenalin epinephrine inject,N,,,,,,,,
J0178,Aflibercept injection,K,1420,,$945.029,.,$189.01,,*,
J0179,"Inj, brolucizumab-dbll, 1 mg",K,9340,,$317.583,.,$63.52,,*,
J0180,Agalsidase beta injection,K,9208,,$183.745,.,$36.75,,*,
J0185,"Inj., aprepitant, 1 mg",G,9463,,$2.087,.,$0.42,,*,
J0190,Inj biperiden lactate/5 mg,E2,,,,,,,,
J0200,Alatrofloxacin mesylate,E2,,,,,,,,
J0202,"Injection, alemtuzumab",K,1809,,"$1,949.170",.,$389.83,,*,
J0205,Alglucerase injection,E2,,,,,,,,
J0207,Amifostine,K,7000,,"$1,011.889",.,$202.38,,*,
J0210,Methyldopate hcl injection,N,,,,,,,,
J0215,Alefacept,E2,,,,,,,,
J0220,Alglucosidase alfa injection,K,9234,,$73.810,.,$14.76,,*,
J0221,Lumizyme injection,K,1413,,$171.209,.,$34.24,,*,
J0222,"Inj., patisiran, 0.1 mg",G,9180,,$98.346,.,$19.67,,*,
J0256,Alpha 1 proteinase inhibitor,K,0901,,$4.451,.,$0.89,,*,
J0257,Glassia injection,K,1415,,$4.855,.,$0.97,,*,
J0270,Alprostadil for injection,B,,,,,,,,
J0275,Alprostadil urethral suppos,B,,,,,,,,
J0278,Amikacin sulfate injection,N,,,,,,,,
J0280,Aminophyllin 250 mg inj,N,,,,,,,,
J0282,Amiodarone hcl,N,,,,,,,,
J0285,Amphotericin b,N,,,,,,,,
J0287,Amphotericin b lipid complex,K,9024,,$9.058,.,$1.81,,*,
J0288,Ampho b cholesteryl sulfate,E2,,,,,,,,
J0289,Amphotericin b liposome inj,K,0736,,$26.726,.,$5.35,,*,
J0290,Ampicillin 500 mg inj,N,,,,,,,,
J0291,"Inj., plazomicin, 5 mg",G,9183,,$3.339,.,$0.67,,*,
J0295,Ampicillin sulbactam 1.5 gm,N,,,,,,,,
J0300,Amobarbital 125 mg inj,K,1341,,$95.160,.,$19.03,,*,
J0330,Succinycholine chloride inj,N,,,,,,,,
J0348,Anidulafungin injection,N,,,,,,,,
J0350,Injection anistreplase 30 u,E2,,,,,,,,
J0360,Hydralazine hcl injection,N,,,,,,,,
J0364,Apomorphine hydrochloride,E2,,,,,,,,
J0365,"Aprotonin, 10,000 kiu",E2,,,,,,,,
J0380,Inj metaraminol bitartrate,E2,,,,,,,,
J0390,Chloroquine injection,N,,,,,,,,
J0395,Arbutamine hcl injection,E2,,,,,,,,
J0400,Aripiprazole injection,N,,,,,,,,
J0401,Inj aripiprazole ext rel 1mg,K,1468,,$5.702,.,$1.14,,*,
J0456,Azithromycin,N,,,,,,,,
J0461,Atropine sulfate injection,N,,,,,,,,
J0470,Dimecaprol injection,N,,,,,,,,
J0475,Baclofen 10 mg injection,K,9032,,$173.600,.,$34.72,,*,
J0476,Baclofen intrathecal trial,N,,,,,,,,
J0480,Basiliximab,K,1683,,"$3,808.080",.,$761.62,,*,
J0485,Belatacept injection,K,9286,,$3.772,.,$0.75,,*,
J0490,Belimumab injection,K,1353,,$45.491,.,$9.10,,*,
J0500,Dicyclomine injection,N,,,,,,,,
J0515,Inj benztropine mesylate,N,,,,,,,,
J0517,"Inj., benralizumab, 1 mg",G,9466,,$170.491,.,$34.10,,*,
J0520,Bethanechol chloride inject,E2,,,,,,,,
J0558,Peng benzathine/procaine inj,K,9088,,$10.866,.,$2.17,,*,
J0561,Penicillin g benzathine inj,K,1829,,$13.764,.,$2.75,,*,
J0565,"Inj, bezlotoxumab, 10 mg",G,9490,,$39.787,.,$7.96,,*,
J0567,"Inj., cerliponase alfa 1 mg",G,9014,,$93.492,.,$18.70,,*,
J0570,Buprenorphine implant 74.2mg,K,9058,,"$1,211.270",.,$242.25,,*,
J0571,Buprenorphine oral 1mg,E1,,,,,,,,
J0572,Bupren/nal up to 3mg bupreno,E1,,,,,,,,
J0573,Bupren/nal 3.1 to 6mg bupren,E1,,,,,,,,
J0574,Bupren/nal 6.1 to 10mg bupre,E1,,,,,,,,
J0575,Bupren/nal over 10mg bupreno,E1,,,,,,,,
J0583,Bivalirudin,N,,,,,,,,
J0584,"Injection, burosumab-twza 1m",K,9187,,$353.285,.,$70.66,,*,
J0585,"Injection,onabotulinumtoxina",K,0902,,$6.122,.,$1.22,,*,
J0586,Abobotulinumtoxina,K,1289,,$8.402,.,$1.68,,*,
J0587,"Inj, rimabotulinumtoxinb",K,9018,,$11.988,.,$2.40,,*,
J0588,Incobotulinumtoxin a,K,9278,,$5.011,.,$1.00,,*,
J0592,Buprenorphine hydrochloride,N,,,,,,,,
J0593,"Inj., lanadelumab-flyo, 1 mg",K,9326,,$76.356,.,$15.27,,*,
J0594,Busulfan injection,K,1178,,$4.894,.,$0.98,,*,
J0595,Butorphanol tartrate 1 mg,N,,,,,,,,
J0596,"Injection, ruconest",K,9445,,$28.077,.,$5.62,,*,
J0597,"C-1 esterase, berinert",K,9269,,$51.321,.,$10.26,,*,
J0598,"C-1 esterase, cinryze",K,9251,,$56.482,.,$11.30,,*,
J0599,"Inj., haegarda 10 units",G,9015,,$9.667,.,$1.93,,*,
J0600,Edetate calcium disodium inj,K,1274,,"$5,594.422",.,"$1,118.88",,*,
J0604,"Cinacalcet, esrd on dialysis",B,,,,,,,,
J0606,"Inj, etelcalcetide, 0.1 mg",K,9031,,$2.446,.,$0.49,,*,
J0610,Calcium gluconate injection,N,,,,,,,,
J0620,Calcium glycer & lact/10 ml,N,,,,,,,,
J0630,Calcitonin salmon injection,K,1433,,"$2,656.481",.,$531.30,,*,
J0636,Inj calcitriol per 0.1 mcg,N,,,,,,,,
J0637,Caspofungin acetate,N,,,,,,,,
J0638,Canakinumab injection,K,1311,,$111.002,.,$22.20,,*,
J0640,Leucovorin calcium injection,N,,,,,,,,
J0641,Inj levoleucovorin nos 0.5mg,K,1236,,$0.166,.,$0.03,,*,
J0642,"Injection, khapzory, 0.5 mg",G,9334,,$2.006,.,$0.40,,*,
J0670,Inj mepivacaine hcl/10 ml,N,,,,,,,,
J0690,Cefazolin sodium injection,N,,,,,,,,
J0692,Cefepime hcl for injection,N,,,,,,,,
J0694,Cefoxitin sodium injection,N,,,,,,,,
J0695,Inj ceftolozane tazobactam,K,9452,,$5.925,.,$1.19,,*,
J0696,Ceftriaxone sodium injection,N,,,,,,,,
J0697,Sterile cefuroxime injection,N,,,,,,,,
J0698,Cefotaxime sodium injection,N,,,,,,,,
J0702,Betamethasone acet&sod phosp,N,,,,,,,,
J0706,Caffeine citrate injection,N,,,,,,,,
J0710,Cephapirin sodium injection,E2,,,,,,,,
J0712,Ceftaroline fosamil inj,K,1824,,$3.178,.,$0.64,,*,
J0713,Inj ceftazidime per 500 mg,N,,,,,,,,
J0714,Ceftazidime and avibactam,K,1825,,$92.026,.,$18.41,,*,
J0715,Ceftizoxime sodium / 500 mg,N,,,,,,,,
J0716,Centruroides immune f(ab),K,1431,,"$4,822.432",.,$964.49,,*,
